,AbTest,ID,Property,Test Type,AMB0,AMB1,AMB2,AMB3,AMB5,AMB8,AMB12,AMB14,AMB17,AMB18, 536696620
1,AM_Test1,1,am2,1F,13,99,0,3,10,87,99,99,91,57,-1
205,AM_Test1,2,am2,1F,0,100,0,0,5,86,100,100,100,60,-1
227,AM_Test1,3,am2,1F,0,100,0,0,0,100,100,100,100,43,-1
249,AM_Test1,4,am2,1F,2,100,0,0,1,91,100,100,99,62,-1
271,AM_Test1,5,am2,1F,0,100,0,0,0,98,100,92,46,6,-1
293,AM_Test1,6,am2,1F,0,100,0,0,7,72,100,100,100,57,-1
315,AM_Test1,7,am2,1F,0,100,0,0,0,88,100,71,5,0,-1
337,AM_Test1,8,am2,1F,0,100,0,0,0,96,100,92,12,0,-1
359,AM_Test1,9,am2,1F,0,100,0,0,0,97,100,94,11,0,-1
3,AM_Test1,10,am2,1F,0,100,0,0,0,99,100,100,98,29,-1
25,AM_Test1,11,am2,1F,0,100,0,0,0,100,100,100,100,49,-1
47,AM_Test1,12,am2,1F,0,100,0,0,0,100,100,100,100,2,-1
69,AM_Test1,13,am2,1F,0,100,0,0,0,100,100,100,68,1,-1
91,AM_Test1,14,am2,1F,0,100,0,0,0,100,100,100,91,0,-1
113,AM_Test1,15,am2,1F,0,100,0,0,0,100,100,100,100,0,-1
135,AM_Test1,16,am2,1F,0,100,0,0,0,100,100,100,58,1,-1
157,AM_Test1,17,am2,1F,0,100,0,0,0,100,100,100,33,0,-1
179,AM_Test1,18,am2,1F,0,100,0,0,0,100,100,100,23,0,-1
201,AM_Test1,19,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
207,AM_Test1,20,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
209,AM_Test1,21,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
211,AM_Test1,22,am2,1F,0,100,0,0,0,99,100,92,17,0,-1
213,AM_Test1,23,am2,1F,0,100,0,0,0,100,100,100,58,0,-1
215,AM_Test1,24,am2,1F,0,100,0,0,0,100,100,100,64,0,-1
217,AM_Test1,25,am2,1F,5,80,68,10,93,52,33,98,100,64,-1
219,AM_Test1,26,am2,1F,0,100,0,0,46,58,100,100,100,54,-1
221,AM_Test1,27,am2,1F,0,100,0,0,0,100,100,97,45,0,-1
223,AM_Test1,28,am2,1F,69,77,73,77,76,55,61,63,83,82,-1
225,AM_Test1,29,am2,1F,10,96,4,8,28,81,98,99,97,70,-1
229,AM_Test1,30,am2,1F,0,100,0,0,0,100,100,100,100,32,-1
231,AM_Test1,31,am2,1F,0,100,0,0,0,100,100,100,98,31,-1
233,AM_Test1,32,am2,1F,0,100,0,0,0,100,100,100,78,0,-1
235,AM_Test1,33,am2,1F,0,100,0,0,0,100,100,97,18,0,-1
237,AM_Test1,34,am2,1F,0,100,0,0,0,99,100,100,97,22,-1
239,AM_Test1,35,am2,1F,0,100,0,0,0,100,100,100,98,7,-1
241,AM_Test1,36,am2,1F,0,100,0,0,0,100,100,100,54,0,-1
243,AM_Test1,37,am2,1F,0,100,0,0,0,100,100,100,87,6,-1
245,AM_Test1,38,am2,1F,0,100,0,0,0,100,100,100,80,0,-1
247,AM_Test1,39,am2,1F,0,100,0,0,0,99,100,88,0,0,-1
251,AM_Test1,40,am2,1F,0,100,0,0,0,100,100,100,71,1,-1
253,AM_Test1,41,am2,1F,0,100,0,0,0,100,100,100,42,0,-1
255,AM_Test1,42,am2,1F,0,100,0,0,0,100,100,100,100,0,-1
257,AM_Test1,43,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
259,AM_Test1,44,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
261,AM_Test1,45,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
263,AM_Test1,46,am2,1F,0,100,0,0,0,100,100,95,25,0,-1
265,AM_Test1,47,am2,1F,0,100,0,0,0,100,100,100,87,0,-1
267,AM_Test1,48,am2,1F,0,100,0,0,0,100,100,100,100,0,-1
269,AM_Test1,49,am2,1F,0,100,0,0,39,67,100,100,100,69,-1
273,AM_Test1,50,am2,1F,0,100,0,0,5,75,100,100,100,58,-1
275,AM_Test1,51,am2,1F,0,98,0,0,100,24,100,100,100,58,-1
277,AM_Test1,52,am2,1F,0,91,17,0,96,37,63,100,100,58,-1
279,AM_Test1,53,am2,1F,0,100,0,0,90,41,100,100,100,61,-1
281,AM_Test1,54,am2,1F,0,100,0,0,0,79,100,100,100,63,-1
283,AM_Test1,55,am2,1F,0,100,0,0,6,80,100,100,100,60,-1
285,AM_Test1,56,am2,1F,0,100,0,0,0,100,100,100,100,55,-1
287,AM_Test1,57,am2,1F,0,100,0,0,0,99,100,100,100,58,-1
289,AM_Test1,58,am2,1F,0,100,0,0,0,97,100,100,98,47,-1
291,AM_Test1,59,am2,1F,0,100,0,0,0,100,100,100,100,44,-1
295,AM_Test1,60,am2,1F,0,100,0,0,0,100,100,100,100,56,-1
297,AM_Test1,61,am2,1F,0,100,0,0,0,100,100,100,99,16,-1
299,AM_Test1,62,am2,1F,0,100,0,0,0,100,100,100,99,4,-1
301,AM_Test1,63,am2,1F,0,100,0,0,0,100,100,100,100,1,-1
303,AM_Test1,64,am2,1F,0,100,0,0,0,100,100,100,100,18,-1
305,AM_Test1,65,am2,1F,0,100,0,0,0,100,100,100,100,2,-1
307,AM_Test1,66,am2,1F,0,100,0,0,0,100,100,100,100,48,-1
309,AM_Test1,67,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
311,AM_Test1,68,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
313,AM_Test1,69,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
317,AM_Test1,70,am2,1F,0,100,0,0,0,100,100,100,100,14,-1
319,AM_Test1,71,am2,1F,0,100,0,0,0,100,100,100,100,8,-1
321,AM_Test1,72,am2,1F,0,100,0,0,0,100,100,100,100,0,-1
323,AM_Test1,73,am2,1F,0,93,0,0,96,25,81,100,100,55,-1
325,AM_Test1,74,am2,1F,0,100,0,0,0,85,100,100,100,67,-1
327,AM_Test1,75,am2,1F,0,100,0,0,4,74,100,100,100,62,-1
329,AM_Test1,76,am2,1F,0,100,0,0,4,82,100,100,100,58,-1
331,AM_Test1,77,am2,1F,0,100,0,0,27,64,100,100,100,65,-1
333,AM_Test1,78,am2,1F,0,100,0,0,93,43,100,100,100,68,-1
335,AM_Test1,79,am2,1F,0,100,0,0,0,99,100,100,100,54,-1
339,AM_Test1,80,am2,1F,0,100,0,0,0,99,100,100,100,46,-1
341,AM_Test1,81,am2,1F,0,100,0,0,0,92,100,100,100,60,-1
343,AM_Test1,82,am2,1F,0,100,0,0,7,75,100,100,100,65,-1
345,AM_Test1,83,am2,1F,0,100,0,0,0,100,100,100,100,53,-1
347,AM_Test1,84,am2,1F,0,100,0,0,0,100,100,100,100,47,-1
349,AM_Test1,85,am2,1F,0,100,0,0,0,100,100,100,100,42,-1
351,AM_Test1,86,am2,1F,0,100,0,0,0,100,100,100,100,32,-1
353,AM_Test1,87,am2,1F,0,100,0,0,0,100,100,100,100,10,-1
355,AM_Test1,88,am2,1F,0,100,0,0,0,100,100,100,100,58,-1
357,AM_Test1,89,am2,1F,0,100,0,0,0,100,100,100,100,46,-1
361,AM_Test1,90,am2,1F,0,100,0,0,0,100,100,100,100,2,-1
363,AM_Test1,91,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
365,AM_Test1,92,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
367,AM_Test1,93,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
369,AM_Test1,94,am2,1F,0,100,0,0,0,100,100,100,90,0,-1
371,AM_Test1,95,am2,1F,0,100,0,0,0,100,100,100,100,1,-1
373,AM_Test1,96,am2,1F,0,100,0,0,0,100,100,100,100,0,-1
375,AM_Test1,97,am2,1F,0,100,0,0,40,54,100,100,100,62,-1
377,AM_Test1,98,am2,1F,0,100,0,0,4,71,100,100,100,64,-1
379,AM_Test1,99,am2,1F,0,100,0,0,98,34,100,100,100,60,-1
5,AM_Test1,100,am2,1F,0,100,0,0,78,33,100,100,100,63,-1
7,AM_Test1,101,am2,1F,0,100,0,0,100,20,99,100,100,65,-1
9,AM_Test1,102,am2,1F,0,100,0,0,90,45,100,100,100,60,-1
11,AM_Test1,103,am2,1F,0,100,0,0,0,92,100,100,100,61,-1
13,AM_Test1,104,am2,1F,0,100,0,0,0,81,100,100,100,59,-1
15,AM_Test1,105,am2,1F,0,100,0,0,0,95,100,100,100,54,-1
17,AM_Test1,106,am2,1F,0,100,0,0,0,84,100,100,100,62,-1
19,AM_Test1,107,am2,1F,0,100,0,0,2,79,100,100,100,59,-1
21,AM_Test1,108,am2,1F,0,100,0,0,0,98,100,100,100,62,-1
23,AM_Test1,109,am2,1F,0,100,0,0,0,98,100,100,100,62,-1
27,AM_Test1,110,am2,1F,0,100,0,0,0,100,100,100,100,54,-1
29,AM_Test1,111,am2,1F,0,100,0,0,0,100,100,100,100,58,-1
31,AM_Test1,112,am2,1F,0,100,0,0,0,100,100,100,100,35,-1
33,AM_Test1,113,am2,1F,0,100,0,0,0,100,100,100,100,62,-1
35,AM_Test1,114,am2,1F,0,100,0,0,0,100,100,100,100,56,-1
37,AM_Test1,115,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
39,AM_Test1,116,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
41,AM_Test1,117,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
43,AM_Test1,118,am2,1F,0,100,0,0,0,99,100,100,100,58,-1
45,AM_Test1,119,am2,1F,0,100,0,0,0,100,100,100,100,56,-1
49,AM_Test1,120,am2,1F,0,100,0,0,0,100,100,100,100,58,-1
51,AM_Test1,121,am2,1F,0,70,19,0,100,13,32,100,100,59,-1
53,AM_Test1,122,am2,1F,0,100,0,0,4,73,100,100,100,61,-1
55,AM_Test1,123,am2,1F,0,81,12,0,100,3,32,100,100,59,-1
57,AM_Test1,124,am2,1F,0,46,82,0,100,2,0,100,100,73,-1
59,AM_Test1,125,am2,1F,0,89,1,0,100,10,65,100,100,54,-1
61,AM_Test1,126,am2,1F,0,100,0,0,1,74,100,100,100,63,-1
63,AM_Test1,127,am2,1F,0,100,0,0,0,94,100,100,100,57,-1
65,AM_Test1,128,am2,1F,0,100,0,0,0,81,100,100,100,68,-1
67,AM_Test1,129,am2,1F,0,100,0,0,0,95,100,100,100,66,-1
71,AM_Test1,130,am2,1F,0,100,0,0,0,88,100,100,100,65,-1
73,AM_Test1,131,am2,1F,0,100,0,0,0,97,100,100,100,58,-1
75,AM_Test1,132,am2,1F,0,100,0,0,0,98,100,100,100,58,-1
77,AM_Test1,133,am2,1F,0,100,0,0,0,100,100,100,100,54,-1
79,AM_Test1,134,am2,1F,0,100,0,0,0,100,100,100,100,36,-1
81,AM_Test1,135,am2,1F,0,100,0,0,0,100,100,100,100,69,-1
83,AM_Test1,136,am2,1F,0,100,0,0,0,94,100,100,100,68,-1
85,AM_Test1,137,am2,1F,0,100,0,0,0,95,100,100,100,66,-1
87,AM_Test1,138,am2,1F,0,100,0,0,0,99,100,100,100,60,-1
89,AM_Test1,139,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
93,AM_Test1,140,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
95,AM_Test1,141,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
97,AM_Test1,142,am2,1F,0,100,0,0,0,100,100,100,100,56,-1
99,AM_Test1,143,am2,1F,0,100,0,0,0,100,100,100,100,58,-1
101,AM_Test1,144,am2,1F,0,100,0,0,0,100,100,100,100,58,-1
103,AM_Test1,145,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
105,AM_Test1,146,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
107,AM_Test1,147,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
109,AM_Test1,148,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
111,AM_Test1,149,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
115,AM_Test1,150,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
117,AM_Test1,151,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
119,AM_Test1,152,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
121,AM_Test1,153,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
123,AM_Test1,154,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
125,AM_Test1,155,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
127,AM_Test1,156,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
129,AM_Test1,157,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
131,AM_Test1,158,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
133,AM_Test1,159,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
137,AM_Test1,160,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
139,AM_Test1,161,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
141,AM_Test1,162,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
143,AM_Test1,163,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
145,AM_Test1,164,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
147,AM_Test1,165,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
149,AM_Test1,166,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
151,AM_Test1,167,am2,1F,0,100,0,0,95,35,100,100,100,57,-1
153,AM_Test1,168,am2,1F,0,100,0,0,59,55,100,100,100,63,-1
155,AM_Test1,169,am2,1F,0,100,0,0,100,24,100,100,100,59,-1
159,AM_Test1,170,am2,1F,0,100,0,0,84,45,100,100,100,62,-1
161,AM_Test1,171,am2,1F,0,100,0,0,98,34,100,100,100,55,-1
163,AM_Test1,172,am2,1F,0,100,0,0,100,23,100,100,100,57,-1
165,AM_Test1,173,am2,1F,0,100,0,0,0,97,100,100,100,55,-1
167,AM_Test1,174,am2,1F,0,100,0,0,2,73,100,100,100,57,-1
169,AM_Test1,175,am2,1F,0,100,0,0,0,98,100,100,100,57,-1
171,AM_Test1,176,am2,1F,0,100,0,0,0,88,100,100,100,67,-1
173,AM_Test1,177,am2,1F,0,100,0,0,20,69,100,100,100,63,-1
175,AM_Test1,178,am2,1F,0,100,0,0,0,77,100,100,100,63,-1
177,AM_Test1,179,am2,1F,0,100,0,0,0,93,100,100,100,57,-1
181,AM_Test1,180,am2,1F,0,100,0,0,0,98,100,100,100,55,-1
183,AM_Test1,181,am2,1F,0,100,0,0,0,100,100,100,100,65,-1
185,AM_Test1,182,am2,1F,0,100,0,0,0,100,100,100,100,62,-1
187,AM_Test1,183,am2,1F,0,100,0,0,0,98,100,100,100,64,-1
189,AM_Test1,184,am2,1F,0,100,0,0,0,98,100,100,100,53,-1
191,AM_Test1,185,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
193,AM_Test1,186,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
195,AM_Test1,187,am2,1F,0,0,0,0,0,0,0,0,0,0,-1
197,AM_Test1,188,am2,1F,0,100,0,0,0,100,100,100,100,61,-1
199,AM_Test1,189,am2,1F,0,100,0,0,0,99,100,100,100,64,-1
203,AM_Test1,190,am2,1F,0,100,0,0,0,100,100,100,100,64,-1
476,AM_Test2,2,am3,1F,6,100,100,75,100,84,100,100,100,62,-1
486,AM_Test2,3,am3,1F,6,100,100,100,100,94,100,100,100,65,-1
497,AM_Test2,4,am3,1F,37,100,100,97,100,92,100,100,100,79,-1
508,AM_Test2,5,am3,1F,2,90,100,7,100,52,85,100,100,69,-1
519,AM_Test2,6,am3,1F,0,100,100,53,100,70,100,100,100,65,-1
530,AM_Test2,7,am3,1F,0,68,100,0,100,15,35,100,100,53,-1
541,AM_Test2,8,am3,1F,0,93,100,0,100,15,92,100,100,57,-1
552,AM_Test2,9,am3,1F,0,97,100,0,100,7,83,100,100,60,-1
380,AM_Test2,10,am3,1F,9,100,100,66,100,84,100,100,100,63,-1
391,AM_Test2,11,am3,1F,15,100,100,100,100,96,100,100,100,64,-1
401,AM_Test2,12,am3,1F,0,100,100,2,100,79,100,100,100,58,-1
412,AM_Test2,13,am3,1F,0,99,100,0,100,46,100,100,100,59,-1
423,AM_Test2,14,am3,1F,0,100,100,0,100,57,100,100,100,58,-1
434,AM_Test2,15,am3,1F,0,100,100,0,100,70,100,100,100,63,-1
445,AM_Test2,16,am3,1F,0,100,100,0,100,40,100,100,100,58,-1
455,AM_Test2,17,am3,1F,0,100,100,0,100,16,100,100,100,56,-1
466,AM_Test2,18,am3,1F,0,100,100,0,100,13,100,100,100,58,-1
475,AM_Test2,19,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
477,AM_Test2,20,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
478,AM_Test2,21,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
479,AM_Test2,22,am3,1F,0,96,100,0,100,12,91,100,100,54,-1
480,AM_Test2,23,am3,1F,0,100,100,0,100,31,100,100,100,53,-1
481,AM_Test2,24,am3,1F,0,100,100,0,100,27,100,100,100,61,-1
482,AM_Test2,25,am3,1F,11,71,100,19,100,42,37,100,100,59,-1
483,AM_Test2,26,am3,1F,1,99,100,12,100,53,100,100,100,71,-1
484,AM_Test2,27,am3,1F,0,99,100,2,100,33,99,100,100,65,-1
485,AM_Test2,29,am3,1F,38,98,100,80,100,86,99,100,100,75,-1
487,AM_Test2,30,am3,1F,1,100,100,94,100,88,100,100,100,62,-1
488,AM_Test2,31,am3,1F,9,100,100,84,100,85,100,100,100,64,-1
489,AM_Test2,32,am3,1F,0,100,100,0,100,50,100,100,100,65,-1
490,AM_Test2,33,am3,1F,0,95,100,0,100,16,99,100,100,57,-1
491,AM_Test2,34,am3,1F,5,100,100,61,100,83,100,100,100,67,-1
492,AM_Test2,35,am3,1F,0,100,100,26,100,71,100,100,100,61,-1
493,AM_Test2,36,am3,1F,0,100,100,0,100,30,100,100,100,57,-1
494,AM_Test2,37,am3,1F,0,100,100,8,100,57,100,100,100,62,-1
495,AM_Test2,38,am3,1F,0,100,100,0,100,44,100,100,100,60,-1
496,AM_Test2,39,am3,1F,0,86,100,0,100,5,75,100,100,64,-1
498,AM_Test2,40,am3,1F,0,100,100,1,100,53,100,100,100,75,-1
499,AM_Test2,41,am3,1F,0,100,100,0,100,32,100,100,100,54,-1
500,AM_Test2,42,am3,1F,0,100,100,0,100,68,100,100,100,65,-1
501,AM_Test2,43,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
502,AM_Test2,44,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
503,AM_Test2,45,am3,1F,0,0,0,0,0,0,0,0,0,0,-1
504,AM_Test2,46,am3,1F,0,92,100,0,100,21,94,100,100,62,-1
505,AM_Test2,47,am3,1F,0,100,100,0,100,50,100,100,100,56,-1
506,AM_Test2,48,am3,1F,0,100,100,0,100,46,100,100,100,58,-1
507,AM_Test2,49,am3,1F,1,100,100,21,100,65,100,100,100,66,-1
509,AM_Test2,50,am3,1F,0,100,100,16,100,77,100,100,100,52,-1
510,AM_Test2,51,am3,1F,0,98,100,0,100,25,99,100,100,55,-1
511,AM_Test2,52,am3,1F,0,93,100,0,100,33,67,100,100,61,-1
512,AM_Test2,53,am3,1F,0,100,100,0,100,34,100,100,100,63,-1
