,AbTest,ID,Property,Test Type,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
256,S_Test7,17,s7,2M,0,100,-1,80,100,100,100,100,0,0,100
257,S_Test7,19,s7,2M,0,100,-1,82,0,100,0,100,0,100,0
259,S_Test7,20,s7,2M,0,100,-1,75,0,100,0,100,0,100,100
260,S_Test7,21,s7,2M,0,100,-1,85,0,100,0,100,45,100,100
261,S_Test7,22,s7,2M,0,100,-1,72,0,100,0,100,37,100,100
262,S_Test7,23,s7,2M,0,100,-1,0,100,100,92,100,23,100,100
263,S_Test7,24,s7,2M,0,100,-1,73,100,100,97,100,5,100,100
264,S_Test7,25,s7,2M,0,100,-1,72,0,100,0,100,0,100,100
265,S_Test7,26,s7,2M,0,100,-1,71,0,100,0,100,0,100,100
266,S_Test7,27,s7,2M,0,100,-1,71,0,100,0,100,0,100,100
267,S_Test7,28,s7,2M,0,0,-1,83,0,100,0,100,19,0,100
268,S_Test7,29,s7,2M,0,100,-1,80,0,100,0,100,2,100,100
270,S_Test7,30,s7,2M,0,100,-1,77,0,100,0,100,0,100,100
271,S_Test7,32,s7,2M,0,100,-1,72,0,100,0,100,0,100,100
272,S_Test7,33,s7,2M,0,100,-1,65,0,0,0,100,0,100,100
273,S_Test7,34,s7,2M,0,100,-1,72,0,100,0,100,0,100,100
274,S_Test7,35,s7,2M,0,0,-1,0,0,0,92,0,0,0,0
275,S_Test7,36,s7,2M,0,100,-1,72,84,100,77,100,1,100,100
276,S_Test7,37,s7,2M,0,100,-1,72,100,100,0,100,7,100,100
277,S_Test7,38,s7,2M,0,100,-1,79,100,100,90,100,12,100,100
278,S_Test7,39,s7,2M,0,100,-1,66,100,100,94,100,0,100,100
280,S_Test7,40,s7,2M,0,100,-1,83,100,100,98,0,0,100,100
281,S_Test7,41,s7,2M,0,100,-1,76,0,100,0,100,2,100,100
282,S_Test7,42,s7,2M,0,100,-1,68,0,100,0,100,11,100,100
283,S_Test7,43,s7,2M,0,100,-1,68,0,100,0,100,0,100,100
289,S_Test8,1,s8,2M,0,100,-1,76,0,100,0,100,39,100,100
298,S_Test8,2,s8,2M,0,100,-1,73,100,100,92,100,1,100,100
309,S_Test8,3,s8,2M,0,100,-1,65,0,100,100,100,0,100,100
319,S_Test8,4,s8,2M,0,100,-1,0,0,100,0,100,0,100,100
324,S_Test8,5,s8,2M,0,100,-1,71,100,100,98,100,38,100,100
325,S_Test8,6,s8,2M,0,100,-1,72,0,100,0,100,5,100,100
326,S_Test8,7,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
327,S_Test8,8,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
328,S_Test8,9,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
290,S_Test8,10,s8,2M,0,100,-1,74,100,100,91,100,0,100,100
291,S_Test8,11,s8,2M,0,100,-1,79,53,100,0,0,0,100,100
292,S_Test8,12,s8,2M,0,100,-1,75,0,100,90,100,4,100,100
293,S_Test8,13,s8,2M,0,100,-1,70,0,100,0,100,43,100,100
294,S_Test8,14,s8,2M,0,100,-1,75,0,100,0,100,0,100,100
295,S_Test8,15,s8,2M,0,100,-1,82,0,100,0,100,2,100,100
296,S_Test8,17,s8,2M,0,100,-1,75,0,100,0,100,0,100,100
297,S_Test8,19,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
299,S_Test8,20,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
300,S_Test8,21,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
301,S_Test8,22,s8,2M,0,100,-1,69,0,100,0,100,9,100,0
302,S_Test8,23,s8,2M,0,100,-1,73,0,100,0,100,22,100,100
303,S_Test8,24,s8,2M,0,100,-1,75,0,100,95,100,0,100,100
304,S_Test8,25,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
305,S_Test8,26,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
306,S_Test8,27,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
307,S_Test8,28,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
308,S_Test8,29,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
310,S_Test8,30,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
311,S_Test8,32,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
312,S_Test8,33,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
313,S_Test8,34,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
314,S_Test8,35,s8,2M,0,100,-1,79,100,100,0,100,0,100,100
315,S_Test8,36,s8,2M,0,100,-1,76,0,100,0,100,1,100,100
316,S_Test8,37,s8,2M,0,100,-1,66,0,100,99,100,0,100,100
317,S_Test8,38,s8,2M,0,100,-1,68,61,100,0,100,8,100,100
318,S_Test8,39,s8,2M,0,100,-1,75,0,100,0,100,0,100,100
320,S_Test8,40,s8,2M,0,100,-1,70,0,100,95,100,25,100,100
321,S_Test8,41,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
322,S_Test8,42,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
323,S_Test8,43,s8,2M,0,0,-1,0,0,0,0,0,0,0,0
329,S_Test9,1,s9,2M,0,0,-1,36,0,0,0,0,100,0,100
340,S_Test9,2,s9,2M,0,0,-1,39,0,0,0,0,100,0,100
351,S_Test9,3,s9,2M,0,0,-1,47,0,0,0,0,100,0,100
362,S_Test9,4,s9,2M,0,0,-1,67,0,0,1,0,100,0,100
370,S_Test9,5,s9,2M,0,0,-1,70,0,0,2,0,100,0,100
371,S_Test9,6,s9,2M,0,0,-1,50,0,0,1,0,100,0,100
372,S_Test9,7,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
373,S_Test9,8,s9,2M,0,0,-1,0,0,0,0,0,17,0,0
374,S_Test9,9,s9,2M,0,0,-1,0,0,0,0,0,1,0,0
330,S_Test9,10,s9,2M,0,0,-1,42,0,0,0,0,100,0,100
331,S_Test9,11,s9,2M,0,0,-1,36,0,0,0,0,100,0,100
332,S_Test9,12,s9,2M,0,0,-1,34,0,0,0,0,84,0,100
333,S_Test9,13,s9,2M,0,0,-1,61,0,0,100,0,100,0,100
334,S_Test9,14,s9,2M,0,0,-1,60,0,0,1,0,100,0,100
335,S_Test9,15,s9,2M,0,0,-1,53,0,0,3,0,100,0,100
336,S_Test9,16,s9,2M,0,0,-1,100,0,0,100,0,100,0,100
337,S_Test9,17,s9,2M,0,0,-1,100,0,0,100,0,100,0,100
338,S_Test9,18,s9,2M,0,0,-1,100,0,0,100,0,100,0,100
339,S_Test9,19,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
341,S_Test9,20,s9,2M,0,0,-1,0,0,0,0,0,13,0,0
342,S_Test9,21,s9,2M,0,0,-1,0,0,0,0,0,2,0,0
343,S_Test9,22,s9,2M,0,0,-1,66,0,0,100,0,100,0,100
344,S_Test9,23,s9,2M,0,0,-1,67,0,0,8,0,100,0,100
345,S_Test9,24,s9,2M,0,0,-1,64,0,0,1,0,100,0,100
346,S_Test9,25,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
347,S_Test9,26,s9,2M,0,0,-1,0,0,0,0,0,20,0,0
348,S_Test9,27,s9,2M,0,0,-1,0,0,0,0,0,3,0,0
349,S_Test9,28,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
350,S_Test9,29,s9,2M,0,0,-1,0,0,0,0,0,67,0,0
352,S_Test9,30,s9,2M,0,0,-1,0,0,0,0,0,8,0,0
353,S_Test9,31,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
354,S_Test9,32,s9,2M,0,0,-1,0,0,0,0,0,100,0,0
355,S_Test9,33,s9,2M,0,0,-1,0,0,0,0,0,6,0,0
356,S_Test9,34,s9,2M,0,0,-1,0,0,0,0,0,4,0,0
357,S_Test9,35,s9,2M,0,0,-1,44,0,0,0,0,100,0,100
358,S_Test9,36,s9,2M,0,0,-1,40,0,0,0,0,100,0,100
359,S_Test9,37,s9,2M,0,0,-1,44,0,0,0,0,100,0,100
360,S_Test9,38,s9,2M,0,0,-1,66,0,0,16,0,100,0,100
361,S_Test9,39,s9,2M,0,0,-1,66,0,0,5,0,100,0,100
363,S_Test9,40,s9,2M,0,0,-1,58,0,0,4,0,70,0,100
364,S_Test9,41,s9,2M,0,0,-1,0,0,0,0,0,99,0,0
365,S_Test9,42,s9,2M,0,0,-1,0,0,0,0,0,12,0,0
366,S_Test9,43,s9,2M,0,0,-1,0,0,0,0,0,2,0,0
367,S_Test9,44,s9,2M,0,0,-1,39,0,0,0,0,100,0,100
368,S_Test9,45,s9,2M,0,0,-1,38,0,0,0,0,100,0,100
369,S_Test9,46,s9,2M,0,0,-1,35,0,0,0,0,100,0,100
46,S_Test2,1,s2,3I,0,100,0,100,100,100,100,100,100,59,100
73,S_Test2,2,s2,3I,0,100,0,100,100,100,100,100,100,86,100
106,S_Test2,3,s2,3I,0,100,0,100,100,100,100,100,100,95,100
136,S_Test2,4,s2,3I,0,100,0,100,100,100,100,100,100,17,100
151,S_Test2,5,s2,3I,0,100,0,100,100,100,100,100,100,87,100
154,S_Test2,6,s2,3I,0,100,0,100,100,100,100,100,100,84,100
157,S_Test2,7,s2,3I,0,0,0,0,0,0,0,0,100,0,100
160,S_Test2,8,s2,3I,0,0,0,0,0,0,0,0,100,0,100
163,S_Test2,9,s2,3I,0,0,0,0,0,0,0,0,100,0,100
49,S_Test2,10,s2,3I,0,100,0,100,100,100,100,100,100,79,100
52,S_Test2,11,s2,3I,0,100,0,100,100,100,100,100,100,61,100
55,S_Test2,12,s2,3I,0,100,0,100,100,100,100,100,100,63,100
58,S_Test2,13,s2,3I,0,100,0,100,100,100,100,100,100,34,100
61,S_Test2,14,s2,3I,0,100,0,100,100,100,100,100,100,88,100
64,S_Test2,15,s2,3I,0,100,0,100,100,100,100,100,100,93,100
67,S_Test2,17,s2,3I,0,100,0,100,100,100,100,100,100,86,100
70,S_Test2,19,s2,3I,0,0,0,0,0,0,0,0,100,0,100
76,S_Test2,20,s2,3I,0,0,0,0,0,0,0,0,100,0,100
79,S_Test2,21,s2,3I,0,0,0,0,0,0,0,0,100,0,100
82,S_Test2,22,s2,3I,0,100,0,100,100,100,100,100,100,42,100
85,S_Test2,23,s2,3I,0,100,0,100,100,100,100,100,100,48,100
88,S_Test2,24,s2,3I,0,100,0,100,100,100,100,100,100,80,100
91,S_Test2,25,s2,3I,0,0,0,0,0,0,0,0,100,0,100
94,S_Test2,26,s2,3I,0,0,0,0,0,0,0,0,100,0,100
97,S_Test2,27,s2,3I,0,0,0,0,0,0,0,0,100,0,100
100,S_Test2,28,s2,3I,0,0,0,0,0,0,0,0,100,0,100
103,S_Test2,29,s2,3I,0,0,0,0,0,0,0,0,100,0,100
109,S_Test2,30,s2,3I,0,0,0,0,0,0,0,0,100,0,100
112,S_Test2,32,s2,3I,0,0,0,0,0,0,0,0,100,0,100
115,S_Test2,33,s2,3I,0,0,0,0,0,0,0,0,100,0,100
118,S_Test2,34,s2,3I,0,0,0,0,0,0,0,0,100,0,100
121,S_Test2,35,s2,3I,0,100,0,100,100,100,100,100,99,92,100
124,S_Test2,36,s2,3I,0,100,0,100,100,100,100,100,100,57,100
127,S_Test2,37,s2,3I,0,100,0,100,100,100,100,100,100,72,100
130,S_Test2,38,s2,3I,0,100,0,100,100,100,100,100,100,63,100
133,S_Test2,39,s2,3I,0,100,0,100,100,100,100,100,100,62,100
139,S_Test2,40,s2,3I,0,100,0,100,100,100,100,100,100,60,100
142,S_Test2,41,s2,3I,0,0,0,0,0,0,0,0,100,0,100
145,S_Test2,42,s2,3I,0,0,0,0,0,0,0,0,100,0,100
148,S_Test2,43,s2,3I,0,0,0,0,0,0,0,0,100,0,100
47,S_Test2,1,s3,3I,0,0,0,0,0,100,0,0,61,0,0
74,S_Test2,2,s3,3I,0,0,0,0,0,100,0,0,63,0,0
107,S_Test2,3,s3,3I,0,0,0,0,0,100,0,0,65,0,0
137,S_Test2,4,s3,3I,0,0,0,0,0,100,0,0,75,0,0
152,S_Test2,5,s3,3I,0,0,0,0,0,100,0,0,58,0,0
155,S_Test2,6,s3,3I,0,0,0,0,0,100,0,0,59,0,0
158,S_Test2,7,s3,3I,0,0,0,0,0,0,0,0,76,0,0
161,S_Test2,8,s3,3I,0,0,0,0,0,0,0,0,64,0,0
164,S_Test2,9,s3,3I,0,0,0,0,0,0,0,0,57,0,0
50,S_Test2,10,s3,3I,0,0,0,0,0,100,0,0,59,0,0
53,S_Test2,11,s3,3I,0,0,0,0,0,100,0,0,54,0,0
56,S_Test2,12,s3,3I,0,0,0,0,0,100,0,0,65,0,0
59,S_Test2,13,s3,3I,0,0,0,0,0,100,0,0,65,0,0
62,S_Test2,14,s3,3I,0,0,0,0,0,100,0,0,56,0,0
65,S_Test2,15,s3,3I,0,0,0,0,0,100,0,0,63,0,0
68,S_Test2,17,s3,3I,0,0,0,0,0,100,0,0,58,0,0
71,S_Test2,19,s3,3I,0,0,0,0,0,0,0,0,68,0,0
77,S_Test2,20,s3,3I,0,0,0,0,0,0,0,0,65,0,0
80,S_Test2,21,s3,3I,0,0,0,0,0,0,0,0,66,0,0
83,S_Test2,22,s3,3I,0,0,0,0,0,100,0,0,62,0,0
86,S_Test2,23,s3,3I,0,0,0,0,0,100,0,0,67,0,0
89,S_Test2,24,s3,3I,0,0,0,0,0,100,0,0,60,0,0
92,S_Test2,25,s3,3I,0,0,0,0,0,0,0,0,66,0,0
95,S_Test2,26,s3,3I,0,0,0,0,0,0,0,0,70,0,0
98,S_Test2,27,s3,3I,0,0,0,0,0,0,0,0,52,0,0
101,S_Test2,28,s3,3I,0,0,0,0,0,0,0,0,62,0,0
104,S_Test2,29,s3,3I,0,0,0,0,0,0,0,0,67,0,0
110,S_Test2,30,s3,3I,0,0,0,0,0,0,0,0,56,0,0
113,S_Test2,32,s3,3I,0,0,0,0,0,0,0,0,59,0,0
116,S_Test2,33,s3,3I,0,0,0,0,0,0,0,0,61,0,0
119,S_Test2,34,s3,3I,0,0,0,0,0,0,0,0,63,0,0
122,S_Test2,35,s3,3I,0,0,0,0,0,100,0,0,59,0,0
125,S_Test2,36,s3,3I,0,0,0,0,0,100,0,0,68,0,0
128,S_Test2,37,s3,3I,0,0,0,0,0,100,0,0,63,0,0
131,S_Test2,38,s3,3I,0,0,0,0,0,100,0,0,61,0,0
134,S_Test2,39,s3,3I,0,0,0,0,0,100,0,0,62,0,0
140,S_Test2,40,s3,3I,0,0,0,0,0,100,0,0,68,0,0
143,S_Test2,41,s3,3I,0,0,0,0,0,0,0,0,58,0,0
146,S_Test2,42,s3,3I,0,0,0,0,0,0,0,0,64,0,0
149,S_Test2,43,s3,3I,0,0,0,0,0,0,0,0,54,0,0
227,S_Test6,3,o,U,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
214,S_Test6,19,o,U,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
233,S_Test6,35,o,U,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
